original_Store name,original_Address,original_City,original_State,original_Petition File Date (from Store Name),original_NLRB Case Number(s),original_Store Status,original_Vote Count Date,lat,lon,formatted,name,housenumber,street,district,suburb,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
Oregon Trail - Gresham,"2233 E Burnside RD , Gresham, OR, 97030",Gresham,OR,"4/21/2022, 8:00:00 PM",19-RC-294563,Union Win,"6/27/2022, 8:00:00 PM",45.49865,-122.409582,"2233 NE Burnside Road, Gresham, OR 97030, United States of America",,2233,NE Burnside Road,,,97030,Gresham,Multnomah County,Oregon,OR,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
Hwy 141 & I-44,"922 South Meramec Station Rd., A, Valley Park, MO, 63088",Valley Park,MO,"4/21/2022, 8:00:00 PM","21-CA-294059,14-CA-296355,14-RC-294493",Union Win,"7/6/2022, 8:00:00 PM",38.536619,-90.496528,"922 Meramec Station Road, Valley Park, MO 63088, United States of America",,922,Meramec Station Road,Queeny Township,,63088,Valley Park,St. Louis County,Missouri,MO,United States,us,0.81,1,0.81,© OpenAddresses contributors,BSD-3-Clause License,
Stuyvesant Plaza,"1475 Western Avenue , Albany, NY, 12203",Albany,NY,"4/20/2022, 8:00:00 PM",03-RC-294402,Union Win,"6/6/2022, 8:00:00 PM",42.6825254,-73.8384474,"1475 Western Avenue, Guilderland, NY 12203, United States of America",,1475,Western Avenue,,,12203,Town of Guilderland,Albany County,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Gardner, W. Broadway","308 West Broadway 1, Gardner, MA, 1440",Gardner,MA,"4/20/2022, 8:00:00 PM",01-RC-294409,Union Win,"6/22/2022, 8:00:00 PM",42.561466,-71.991186,"308 West Broadway, Gardner, MA 01440, United States of America",,308,West Broadway,Gardner,,01440,Gardner,Worcester County,Massachusetts,MA,United States,us,0.96875,1,1,© OpenAddresses contributors,BSD-3-Clause License,
U of A at University & Euclid,"802-804 E. University Blvd. , Tucson, AZ, 85719",Tucson,AZ,"4/18/2022, 8:00:00 PM",28-RC-294327,Union Win,"7/5/2022, 8:00:00 PM",32.231583842728746,-110.9593023647853,"802 East University Boulevard, Tucson, AZ 85719, United States of America",,802,East University Boulevard,West University,,85719,Tucson,Pima County,Arizona,AZ,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Eastside,"5932 Penn Circle South , Pittsburgh, PA, 15206",Pittsburgh,PA,"4/18/2022, 8:00:00 PM",06-RC-294253,Union Win,"6/15/2022, 8:00:00 PM",40.459973,-79.924189,"6018 Penn Circle South, Pittsburgh, PA, United States of America",,6018,Penn Circle South,Pittsburgh,East Liberty,,Pittsburgh,Allegheny County,Pennsylvania,PA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
7700 Maple Street,"7700 Maple Street , New Orleans, LA, 70118",New Orleans,LA,"4/18/2022, 8:00:00 PM",15-RC-294263,Union Win,"6/3/2022, 8:00:00 PM",29.94179075,-90.12976039605263,"Starbucks, 7700 Maple Street, New Orleans, LA 70118, United States of America",Starbucks,7700,Maple Street,Leonidas,Greenville,70118,New Orleans,Orleans Parish,Louisiana,LA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
East Robinson @ Niagara Falls Blvd,"3015 Niagara Falls Blvd. , Amherst, NY, 14228",Amherst,NY,"4/17/2022, 8:00:00 PM",03-RC-294186,Union Win,"4/17/2022, 8:00:00 PM",43.0368336,-78.8227348,"Starbucks, 3015 Niagara Falls Boulevard, Amherst, NY 14228, United States of America",Starbucks,3015,Niagara Falls Boulevard,,,14228,Town of Amherst,Erie County,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nanuet,"126 West Rockland Plaza , Nanuet, NY, 10954",Nanuet,NY,"4/14/2022, 8:00:00 PM",02-RC-294088,Union Win,"6/2/2022, 8:00:00 PM",41.098796,-74.014753,"126 Rockland Plaza, Nanuet, NY 10954, United States of America",,126,Rockland Plaza,Clarkstown,,10954,Nanuet,Rockland County,New York,NY,United States,us,0.9,1,0.9,© OpenAddresses contributors,BSD-3-Clause License,
Iowa & King - Bellingham,"814 Iowa St , Bellingham, WA, 98225",Bellingham,WA,"4/14/2022, 8:00:00 PM",19-RC-294187,Union Win,"6/23/2022, 8:00:00 PM",48.75636228571428,-122.46457542857144,"814 Iowa Street, Bellingham, WA 98225, United States of America",,814,Iowa Street,Roosevelt,,98225,Bellingham,Whatcom County,Washington,WA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
20th Street and 3rd Ave.,"308 20th St South Suite 100, Birmingham, AL, 35233",Birmingham,AL,"4/14/2022, 8:00:00 PM",10-RC-294065,Union Win,"5/25/2022, 8:00:00 PM",33.50977726267854,-86.80262359319778,"308 20th Street South, Birmingham, AL 35233, United States of America",,308,20th Street South,Automotive Historic District,,35233,Birmingham,Jefferson County,Alabama,AL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gallery Shopping Center at Westbury,"914 Old Country Road , Garden City, NY, 11530",Garden City,NY,"4/13/2022, 8:00:00 PM",29-RC-294141,Union Win,"6/9/2022, 8:00:00 PM",40.7444,-73.6039462,"914 Old Country Road, Garden City, NY, United States of America",,914,Old Country Road,Hempstead,,,Garden City,Nassau County,New York,NY,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
Penn Center East,"3464 William Penn Highway , Pittsburgh, PA, 15235",Pittsburgh,PA,"4/13/2022, 8:00:00 PM",06-RC-294100,Union Win,"6/15/2022, 8:00:00 PM",40.43020885714285,-79.81226207142856,"3464 William Penn Highway, Wilkins Township, PA 15235, United States of America",,3464,William Penn Highway,,,15235,Wilkins Township,Allegheny County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Westerville,"533 South State Street , Westerville, OH, 43081",Westerville,OH,"4/13/2022, 8:00:00 PM",09-RC-294225,Union Win,"6/28/2022, 8:00:00 PM",40.1122542,-82.9266578,"533 South State Street, Westerville, OH 43081, United States of America",,533,South State Street,,,43081,Westerville,Franklin County,Ohio,OH,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mall of America - First Level,"164 E. Broadway Suite E164, Bloomington, MN, 55425",Bloomington,MN,"4/13/2022, 8:00:00 PM",18-RC-294052,Union Win,"6/21/2022, 8:00:00 PM",44.8546166,-93.2406773,"Starbucks, 164 East Broadway, Bloomington, MN 55425, United States of America",Starbucks,164,East Broadway,,,55425,Bloomington,Hennepin County,Minnesota,MN,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Williamsburg Reserve,"154 N Seventh St , Brooklyn, NY, 11211",Brooklyn,NY,"4/13/2022, 8:00:00 PM",29-RC-294160,Union Win,"6/20/2022, 8:00:00 PM",40.652256,-73.956582,"Brooklyn, New York, NY, United States of America",Brooklyn,,,Brooklyn,,,New York,Kings County,New York,NY,United States,us,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
31st St & Ditmars Blvd- Astoria,"22-28 31st St , Astoria, NY, 11105",Astoria,NY,"4/13/2022, 8:00:00 PM",29-RC-294146,Union Win,"6/29/2022, 8:00:00 PM",40.775708449999996,-73.91172330866081,"22-28 31st Street, New York, NY 11105, United States of America",,22-28,31st Street,Steinway,Queens,11105,New York,,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Carpenter Rd.,"3650 Carpenter Rd. , Pittsfield, MI, 48104",Pittsfield,MI,"4/12/2022, 8:00:00 PM",07-RC-293990,Union Win,"6/16/2022, 8:00:00 PM",42.2371342,-83.6811047772319,"3650 Carpenter Road, Pittsfield Township, MI 48160, United States of America",,3650,Carpenter Road,,,48160,Pittsfield Township,Washtenaw County,Michigan,MI,United States,us,0.9,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
12th & Walnut,"1128 Walnut St , Philadelphia, PA, 19107",Philadelphia,PA,"4/12/2022, 8:00:00 PM",04-RC-293959,Union Win,"6/20/2022, 8:00:00 PM",39.94877,-75.1604539,"Starbucks, 1128 Walnut Street, Philadelphia, PA 19107, United States of America",Starbucks,1128,Walnut Street,Gayborhood,Center City,19107,Philadelphia,Philadelphia County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Northland & Richmond,"631 W. Northland Ave. , Appleton, WI, 54911",Appleton,WI,"4/12/2022, 8:00:00 PM",18-RC-294019,Union Win,"6/15/2022, 8:00:00 PM",44.28720238095238,-88.41490780952381,"631 West Northland Avenue, Appleton, WI 54911, United States of America",,631,West Northland Avenue,Erb Park,,54911,Appleton,Outagamie County,Wisconsin,WI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Oyster Point Shoppes,"340 Oyster Point Road , Newport News, VA, 23602",Newport News,VA,"4/11/2022, 8:00:00 PM",05-RC-293910,Union Win,"5/18/2022, 8:00:00 PM",37.104918,-76.508536,"340 Oyster Point Road, Wendwood, VA 23602, United States of America",,340,Oyster Point Road,,,23602,Wendwood,City of Newport News,Virginia,VA,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
4th and Vine,"401 Vine Street , Cincinnati, OH, 45202",Cincinnati,OH,"4/11/2022, 8:00:00 PM",09-RC-293893,Union Win,"6/22/2022, 8:00:00 PM",39.100064,-84.512803,"401 Vine Street, Cincinnati, OH 45202, United States of America",,401,Vine Street,Main Street Historic District,Central Business District,45202,Cincinnati,Hamilton County,Ohio,OH,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ridge & Clark,"5964 N. Ridge Avenue , Chicago, IL, 60660",Chicago,IL,"4/11/2022, 8:00:00 PM",13-RC-293883,Union Win,"5/24/2022, 8:00:00 PM",41.990163276335885,-87.67110744066264,"5964 North Ridge Avenue, Chicago, IL 60660, United States of America",,5964,North Ridge Avenue,Edgewater,Edgewater,60660,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Corbin's Corner,"1449B New Britain Ave , West Hartford, CT, 6110",West Hartford,CT,"4/11/2022, 8:00:00 PM",01-RC-293992,Union Win,"6/8/2022, 8:00:00 PM",41.726354,-72.759596,"1449 New Britain Avenue, West Hartford, CT 06110, United States of America",,1449,New Britain Avenue,West Hartford,,06110,West Hartford,Hartford County,Connecticut,CT,United States,us,0.95,1,1,© OpenAddresses contributors,BSD-3-Clause License,
3rd and Columbine-Cherry Creek,"250 Columbine 160, Denver, CO, 80206",Denver,CO,"4/11/2022, 8:00:00 PM",27-RC-293880,Union Win,"6/12/2022, 8:00:00 PM",39.72074,-104.956875,"250 North Columbine Street, Denver, CO 80206, United States of America",,250,North Columbine Street,,Cherry Creek,80206,Denver,Denver County,Colorado,CO,United States,us,0.81,1,0.81,© OpenAddresses contributors,BSD-3-Clause License,
Lakewood Crossing - Marysville,"17101 27th Avenue NE A, Marysville, WA, 98271",Marysville,WA,"4/11/2022, 8:00:00 PM",19-RC-293932,Union Win,"6/20/2022, 8:00:00 PM",48.051704,-122.188067,"6601 27th Avenue, Marysville, WA 98271, United States of America",,6601,27th Avenue,,,98271,Marysville,Snohomish County,Washington,WA,United States,us,0.405,1,0.81,© OpenAddresses contributors,BSD-3-Clause License,
"Hwy 111 & Jefferson, La Quinta","79845 Highway 111 104, La Quinta, CA, 92253",La Quinta,CA,"4/10/2022, 8:00:00 PM",21-RC-293884,Union Win,"6/21/2022, 8:00:00 PM",33.703638,-116.281078,"79295 Highway 111, La Quinta, CA 92253, United States of America",,79295,Highway 111,,,92253,La Quinta,Riverside County,California,CA,United States,us,0.33333333333333337,1,0.6666666666666667,© OpenAddresses contributors,BSD-3-Clause License,
Nottingham Square Shopping Center,"5350 Campbell Boulevard Suite A, White Marsh, MD, 21236",White Marsh,MD,"4/5/2022, 8:00:00 PM",05-RC-293696,Union Win,"5/31/2022, 8:00:00 PM",39.367844,-76.449817,"5350 Campbell Boulevard, White Marsh, MD 21236, United States of America",,5350,Campbell Boulevard,Nottingham,,21236,White Marsh,Baltimore County,Maryland,MD,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
"50 E & Thompson Creek, Kent Island","450 Thompson Creek Rd , Stevensville, MD, 21666",Stevensville,MD,"4/5/2022, 8:00:00 PM",05-RC-293590,Union Win,"5/31/2022, 8:00:00 PM",38.976177899999996,-76.31279558435438,"Starbucks, 450 Thompson Creek Road, Stevensville, MD 21666, United States of America",Starbucks,450,Thompson Creek Road,,,21666,Stevensville,Queen Anne's County,Maryland,MD,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Garden of the Gods at Centennial,"4465 Centennial Blvd. , Colorado Springs, CO, 80907",Colorado Springs,CO,"4/5/2022, 8:00:00 PM",27-RC-293572,Union Win,"6/7/2022, 8:00:00 PM",38.895962855024436,-104.85084174809047,"4465 Centennial Boulevard, Colorado Springs, CO 80907, United States of America",,4465,Centennial Boulevard,,,80907,Colorado Springs,El Paso County,Colorado,CO,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
450 Thompson Creek,"450 Thompson Creek Road , Stevensville, MD,",Stevensville,MD,"4/5/2022, 8:00:00 PM",05-RC-293590,Union Win,"5/31/2022, 8:00:00 PM",38.976177899999996,-76.31279558435438,"Starbucks, 450 Thompson Creek Road, Stevensville, MD 21666, United States of America",Starbucks,450,Thompson Creek Road,,,21666,Stevensville,Queen Anne's County,Maryland,MD,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Route 1 Bel Air Plaza,"563 Baltimore Pike , Bel Air, MD, 21014",Bel Air,MD,"4/5/2022, 8:00:00 PM",05-RC-293573,Union Win,"5/31/2022, 8:00:00 PM",39.52754485,-76.35282967373868,"Starbucks, 563 Baltimore Pike, Bel Air, MD 21014, United States of America",Starbucks,563,Baltimore Pike,Wakefield Manor,,21014,Bel Air,Harford County,Maryland,MD,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
16806 Georgia Ave - Olney,"16806 Georgia Avenue , Olney, MD, 20832",Olney,MD,"4/5/2022, 8:00:00 PM",05-RC-293687,Union Win,"5/19/2022, 8:00:00 PM",39.1320444,-77.0715164,"Starbucks, 16806 Georgia Avenue, Olney, MD 20832, United States of America",Starbucks,16806,Georgia Avenue,Oakdale,,20832,Olney,Montgomery County,Maryland,MD,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
University Dr & Carroll Blvd,"401 W University Dr , Denton, TX, 76201",Denton,TX,"4/4/2022, 8:00:00 PM",16-RC-293512,Union Win,"6/29/2022, 8:00:00 PM",33.2302197,-97.1361102,"401 West University Drive, Denton, TX 76201, United States of America",,401,West University Drive,,,76201,Denton,Denton County,Texas,TX,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pride Drive & Blowing Rock Road,"1700 Blowing Rock Road , Boone, NC, 28607",Boone,NC,"4/3/2022, 8:00:00 PM",10-RC-293398,Union Win,"4/29/2022, 8:00:00 PM",36.19945415,-81.65972485,"Starbucks, 1700 Blowing Rock Road, Boone, NC 28607, United States of America",Starbucks,1700,Blowing Rock Road,,,28607,Boone,Watauga County,North Carolina,NC,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
East Carson Street,"1400 East Carson Street , Pittsburgh, PA, 15203",Pittsburgh,PA,"4/3/2022, 8:00:00 PM",06-RC-293429,Union Win,"5/30/2022, 8:00:00 PM",40.428682800000004,-79.98402703843125,"Starbucks, 1400 East Carson Street, Pittsburgh, PA 15203, United States of America",Starbucks,1400,East Carson Street,South Side Flats,,15203,Pittsburgh,Allegheny County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
443 Boylston Street,"443 Boylston Street , Boston, MA, 2116",Boston,MA,"4/3/2022, 8:00:00 PM",01-RC-293421,Union Win,"6/8/2022, 8:00:00 PM",42.3515915,-71.0730410830408,"443 Boylston Street, Boston, MA 02116, United States of America",,443,Boylston Street,,Back Bay,02116,Boston,Suffolk County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hampton and Wise,"1216 Hampton Avenue , St Louis, MO, 63139",St Louis,MO,"4/3/2022, 8:00:00 PM",14-RC-293479,Union Win,"6/16/2022, 8:00:00 PM",38.6277535,-90.2871219,"Starbucks, 1216 Hampton Avenue, Saint Louis, MO 63139, United States of America",Starbucks,1216,Hampton Avenue,Cheltenham,,63139,Saint Louis,,Missouri,MO,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Highland Dr and Fort Union Blvd,"7025 S Highland Drive , Cottonwood Heights, UT, 84121",Cottonwood Heights,UT,"4/3/2022, 8:00:00 PM",27-RC-293438,Union Win,"6/9/2022, 8:00:00 PM",40.623407,-111.833943,"7025 South Highland Drive, Cottonwood Heights, UT 84121, United States of America",,7025,South Highland Drive,,,84121,Cottonwood Heights,Salt Lake County,Utah,UT,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
36th & May,"3616 N May Avenue , Oklahoma City, OK, 73112",Oklahoma City,OK,"4/3/2022, 8:00:00 PM",14-RC-293408,Union Win,"6/13/2022, 8:00:00 PM",35.506831238636366,-97.565773,"3616 North May Avenue, Oklahoma City, OK 73112, United States of America",,3616,North May Avenue,,,73112,Oklahoma City,Oklahoma County,Oklahoma,OK,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kings & Chippewa,"3700 South Kingshighway Blvd , St. Louis, MO, 63109",St. Louis,MO,"4/3/2022, 8:00:00 PM",14-RC-293441,Union Win,"6/15/2022, 8:00:00 PM",38.5924959,-90.2721842,"Starbucks, 3700 South Kingshighway Boulevard, Saint Louis, MO 63109, United States of America",Starbucks,3700,South Kingshighway Boulevard,Tower Grove South,,63109,Saint Louis,,Missouri,MO,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
N. Center Dr & Tomahawk Island Dr,"12235 N. Center Ave , Portland, OR, 97217",Portland,OR,"3/29/2022, 8:00:00 PM",19-RC-293238,Union Win,"6/6/2022, 8:00:00 PM",45.6112943,-122.68011782556118,"Starbucks, 12235 North Center Avenue, Portland, OR 97217, United States of America",Starbucks,12235,North Center Avenue,,Hayden Island,97217,Portland,Multnomah County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Capitol Square - Main & MLK,"1 E Main St , Madison, WI, 53703",Madison,WI,"3/29/2022, 8:00:00 PM",18-RC-293286,Union Win,"6/29/2022, 8:00:00 PM",43.0738397,-89.38236260662012,"One East Main at Block89, 1 East Main Street, Madison, WI 53703, United States of America",One East Main at Block89,1,East Main Street,First Settlement,,53703,Madison,Dane County,Wisconsin,WI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lindbergh & Clayton,"1500 S. Lindbergh Blvd. , Ladue, MO, 63131",Ladue,MO,"3/29/2022, 8:00:00 PM",14-RC-293254,Union Win,"6/12/2022, 8:00:00 PM",38.632503,-90.404846,"1500 South Lindbergh Boulevard, Ladue, MO 63131, United States of America",,1500,South Lindbergh Boulevard,Clayton Township,Acme Heights,63131,Ladue,St. Louis County,Missouri,MO,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
Latham Plaza,"1210 Troy Schenectady Road , Latham, NY, 12110",Latham,NY,"3/29/2022, 8:00:00 PM",03-RC-293138,Union Win,"5/16/2022, 8:00:00 PM",42.7357184,-73.7216712,"1210 Troy Schenectady Road, Latham, NY 12110, United States of America",,1210,Troy Schenectady Road,Colonie,,12110,Latham,Albany County,New York,NY,United States,us,1,1,1,,,
"Worcester, East Central Street","11 East Central Street , Worcester, MA, 1605",Worcester,MA,"3/27/2022, 8:00:00 PM",01-RC-292949,Union Win,"6/2/2022, 8:00:00 PM",42.266273,-71.794218,"11 East Central Street, Worcester, MA 01605, United States of America",,11,East Central Street,Central Business District,,01605,Worcester,Worcester County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
23rd & Ousdahl,"1731 W 23rd Street , Lawrence, KS, 66046",Lawrence,KS,"3/27/2022, 8:00:00 PM",14-RC-293092,Union Win,"6/6/2022, 8:00:00 PM",38.94246355,-95.25631754935259,"Starbucks, 1731 West 23rd Street, Lawrence, KS 66046, United States of America",Starbucks,1731,West 23rd Street,,,66046,Lawrence,Douglas County,Kansas,KS,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Westford Valley Marketplace,"174 Littleton Road , Westford, MA, 1886",Westford,MA,"3/27/2022, 8:00:00 PM",01-RC-292964,Union Win,"6/2/2022, 8:00:00 PM",42.566413,-71.422007,"174 Littleton Road, Westford, MA 01886, United States of America",,174,Littleton Road,Westford,,01886,Westford,Middlesex County,Massachusetts,MA,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
"Capitol Blvd & Trosper St, Tumwat","5300 Capitol Blvd SE , Tumwater, WA, 98501",Tumwater,WA,"3/27/2022, 8:00:00 PM",19-RC-293041,Union Win,"6/6/2022, 8:00:00 PM",47.001574,-122.910694,"5109 Capitol Boulevard SE, Olympia, WA 98501, United States of America",,5109,Capitol Boulevard SE,,,98501,Olympia,Thurston County,Washington,WA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Armitage & Hoyne - Bucktown,"2101 W. Armitage Avenue , Chicago, IL, 60647",Chicago,IL,"3/27/2022, 8:00:00 PM",13-RC-293064,Union Win,"6/13/2022, 8:00:00 PM",41.917621,-87.680258,"2101 West Armitage Avenue, Chicago, IL 60647, United States of America",,2101,West Armitage Avenue,Bucktown,Logan Square,60647,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
874 Commonwealth Avenue,"874 Commonwealth Ave , Brookline, MA, 2215",Brookline,MA,"3/27/2022, 8:00:00 PM",01-RC-292965,Union Win,"6/2/2022, 8:00:00 PM",42.3506736261432,-71.11357877693007,"874 Commonwealth Avenue, Boston, MA 02215, United States of America",,874,Commonwealth Avenue,,Allston,02215,Boston,Suffolk County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Clares & 41st Capitola,"1955 41st Avenue Space A-1, Capitola, CA, 95010",Capitola,CA,"3/24/2022, 8:00:00 PM",32-RC-292934,Union Win,"6/5/2022, 8:00:00 PM",36.977853,-121.966951,"1955 41st Avenue, Capitola, CA 95010, United States of America",,1955,41st Avenue,,Arana Gulch,95010,Capitola,Santa Cruz County,California,CA,United States,us,0.4,1,0.4,© OpenAddresses contributors,BSD-3-Clause License,
Katella & Anaheim,"131 E. Katella Ave., Suite 10 , Anaheim, CA, 92802",Anaheim,CA,"3/23/2022, 8:00:00 PM",21-RC-292957,Union Win,"6/8/2022, 8:00:00 PM",33.803419,-117.90614866630932,"131 East Katella Avenue, Anaheim, CA 92802, United States of America",,131,East Katella Avenue,,Anaheim Resort District,92802,Anaheim,Orange County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mitchell Hammock & City Plaza,"305 Mitchell Hammock Road , Oviedo, FL, 32765",Oviedo,FL,"3/23/2022, 8:00:00 PM",12-RC-292836,Union Win,"6/8/2022, 8:00:00 PM",28.655511,-81.214141,"305 Mitchell Hammock Road, Oviedo, FL 32765, United States of America",,305,Mitchell Hammock Road,,,32765,Oviedo,Seminole County,Florida,FL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Downtown Disney Store,"1570 S. Disneyland Drive Suite 105, Anaheim, CA, 92802",Anaheim,CA,"3/23/2022, 8:00:00 PM",21-RC-292951,Union Win,"6/15/2022, 8:00:00 PM",33.8086008,-117.922276,"Jamba, 1570 South Disneyland Drive, Anaheim, CA 92802, United States of America",Jamba,1570,South Disneyland Drive,,,92802,Anaheim,Orange County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tremont-South End,"627 Tremont St Retail Space #1, Boston, MA, 2118",Boston,MA,"3/22/2022, 8:00:00 PM",01-RC-292803,Union Win,"7/19/2022, 8:00:00 PM",42.3554334,-71.060511,"Boston, MA, United States of America",,,,,,,Boston,Suffolk County,Massachusetts,MA,United States,us,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Craig Street/Oakland,"425 South Craig Street , Pittsburgh, PA, 15213",Pittsburgh,PA,"3/22/2022, 8:00:00 PM",06-RC-292767,Union Win,"6/27/2022, 8:00:00 PM",40.44501531264918,-79.94863300565322,"425 South Craig Street, Pittsburgh, PA 15213, United States of America",,425,South Craig Street,Bellefield,,15213,Pittsburgh,Allegheny County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Market Square,"7 Market Square , Pittsburgh, PA, 15222",Pittsburgh,PA,"3/22/2022, 8:00:00 PM",06-RC-292760,Union Win,"5/25/2022, 8:00:00 PM",40.44045035906681,-80.0025361068233,"7 Market Square, Pittsburgh, PA 15222, United States of America",,7,Market Square,Downtown,Downtown,15222,Pittsburgh,Allegheny County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
41st & Main,"4101 Main Street , Kansas City, MO, 64111",Kansas City,MO,"3/21/2022, 8:00:00 PM",14-RC-292753,Union Win,"6/21/2022, 8:00:00 PM",39.0512462,-94.58598765151902,"Starbucks, 4101 Main Street, Kansas City, MO 64111, United States of America",Starbucks,4101,Main Street,Southmoreland,Westport,64111,Kansas City,Jackson County,Missouri,MO,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
I-85 and Clemson Boulevard,"4686 Clemson Boulevard , Anderson, SC, 29621",Anderson,SC,"3/21/2022, 8:00:00 PM",10-RC-292644,Union Win,"5/30/2022, 8:00:00 PM",34.5773161173009,-82.71329100195449,"4686 Clemson Boulevard, Sandy Springs, SC 29621, United States of America",,4686,Clemson Boulevard,,,29621,Sandy Springs,Anderson County,South Carolina,SC,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
88 East Broad,"88 East Broad Street , Columbus, OH, 43215",Columbus,OH,"3/21/2022, 8:00:00 PM",09-RC-292683,Union Win,"5/23/2022, 8:00:00 PM",39.9631725,-82.99843,"88 East Broad Street, Columbus, OH 43215, United States of America",,88,East Broad Street,,Downtown,43215,Columbus,Franklin County,Ohio,OH,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
