original_Store name,original_Address,original_City,original_State,original_Petition File Date (from Store Name),original_NLRB Case Number(s),original_Store Status,original_Vote Count Date,lat,lon,formatted,name,housenumber,street,district,suburb,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
Westchester Commons,"15605 WC Commons Way Bldg 10, Midlothian, VA, 23113",Midlothian,VA,"2/13/2022, 7:00:00 PM",05-RC-290518,Union Win,"4/18/2022, 8:00:00 PM",37.5062673,-77.649268,"Midlothian, VA 23113, United States of America",Midlothian,,,,,23113,Midlothian,Chesterfield County,Virginia,VA,United States,us,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Peoria-University & Main,"1200 West Main St. , Peoria, IL, 61606",Peoria,IL,"2/13/2022, 7:00:00 PM",25-RC-290625,Union Win,"4/25/2022, 8:00:00 PM",40.6986316,-89.6119125,"Bradley University Police, 1200 West Main Street, Peoria, IL 61606, United States of America",Bradley University Police,1200,West Main Street,University East,,61606,Peoria,Peoria County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
300 Snelling,"300 Snelling Suite C, St. Paul, MN, 55105",St. Paul,MN,"2/13/2022, 7:00:00 PM",18-RC-290585,Union Win,"4/26/2022, 8:00:00 PM",44.9325723,-93.1668024,"Nashville Coop, 300 Snelling Avenue South, Saint Paul, MN 55105, United States of America",Nashville Coop,300,Snelling Avenue South,,Macalester - Groveland,55105,Saint Paul,Ramsey County,Minnesota,MN,United States,us,0.81,1,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Huguenot Village Shopping Center,"2059 Huguenot Road , Richmond, VA, 23235",Richmond,VA,"2/13/2022, 7:00:00 PM",05-RC-290510,Union Win,"4/18/2022, 8:00:00 PM",37.5213823,-77.61221528754943,"Starbucks, 2059 Huguenot Road, Bon Air, VA 23235, United States of America",Starbucks,2059,Huguenot Road,,,23235,Bon Air,Chesterfield County,Virginia,VA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Northwest Hwy & Feinberg Dr,"620 Northwest Hwy , Cary, IL, 60013",Cary,IL,"2/13/2022, 7:00:00 PM",25-RC-290609,Union Win,"4/25/2022, 8:00:00 PM",42.21879187869132,-88.2595964909487,"620 Northwest Highway, Cary, IL 60013, United States of America",,620,Northwest Highway,,,60013,Cary,McHenry County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Howell & Puetz,"8880 South Howell Ave. , Oak Creek, WI, 53154",Oak Creek,WI,"2/13/2022, 7:00:00 PM",18-RC-290576,Union Win,"4/26/2022, 8:00:00 PM",42.88182412085843,-87.91227733595278,"8880 South Howell Avenue, Oak Creek, WI 53154, United States of America",,8880,South Howell Avenue,,,53154,Oak Creek,Milwaukee County,Wisconsin,WI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bloomfield Liberty Ave,"4765 Liberty Avenue , Pittsburgh, PA, 15224",Pittsburgh,PA,"2/10/2022, 7:00:00 PM",06-RC-290464,Union Win,"4/12/2022, 8:00:00 PM",40.4610681,-79.9476312,"Starbucks, 4765 Liberty Avenue, Pittsburgh, PA 15224, United States of America",Starbucks,4765,Liberty Avenue,Bloomfield,,15224,Pittsburgh,Allegheny County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lafayette & 8th Street,"13-25 Astor Place , New York, NY, 10003",New York,NY,"2/9/2022, 7:00:00 PM",02-RC-290378,Union Win,"4/28/2022, 8:00:00 PM",40.729626,-73.9900403,"Astor Place, New York, NY 10003, United States of America",Astor Place,,Astor Place,East Village,Manhattan,10003,New York,New York County,New York,NY,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Caesar's Bay Shopping Center,"8973 Bay Parkway , Brooklyn, NY, 11214",Brooklyn,NY,"2/9/2022, 7:00:00 PM",29-RC-290386,Union Win,"5/2/2022, 8:00:00 PM",40.59346525,-74.0012008234695,"8973 Bay Parkway, New York, NY 11214, United States of America",,8973,Bay Parkway,,Brooklyn,11214,New York,,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
New York Roastery,"61 9th Ave. , New York, NY, 10011",New York,NY,"2/8/2022, 7:00:00 PM",02-RC-290354,Union Win,"3/31/2022, 8:00:00 PM",40.7415376,-74.0051662,"61 9th Avenue, New York, NY 10011, United States of America",,61,9th Avenue,Chelsea District,Manhattan,10011,New York,New York County,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jackson and Zeeb,"120 S. Zeeb Rd Suite 101, Ann Arbor, MI, 48103",Ann Arbor,MI,"2/7/2022, 7:00:00 PM",07-RC-290303,Union Win,"6/6/2022, 8:00:00 PM",42.285278698647076,-83.83856662529705,"120 South Zeeb Road, Scio Township, MI 48103, United States of America",,120,South Zeeb Road,,,48103,Scio Township,Washtenaw County,Michigan,MI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lk Lansing & Kerry St,"2624 Lake Lansing Rd , Lansing, MI, 48912",Lansing,MI,"2/7/2022, 7:00:00 PM",07-RC-290290,Union Win,"6/8/2022, 8:00:00 PM",42.760668033557046,-84.51454940939597,"2624 Lake Lansing Road, Lansing Charter Township, MI 48912, United States of America",,2624,Lake Lansing Road,,Eastwood Towne Center,48912,Lansing Charter Township,Ingham County,Michigan,MI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ann Arbor, Main & Liberty","300 South Main Street , Ann Arbor, MI, 48104",Ann Arbor,MI,"2/7/2022, 7:00:00 PM",07-RC-290295,Union Win,"6/6/2022, 8:00:00 PM",42.2794671,-83.7487946,"Starbucks, 300 South Main Street, Ann Arbor, MI 48104, United States of America",Starbucks,300,South Main Street,,,48104,Ann Arbor,Washtenaw County,Michigan,MI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
State & Liberty,"222 S State , Ann Arbor, MI, 48104",Ann Arbor,MI,"2/7/2022, 7:00:00 PM",07-RC-290304,Union Win,"6/6/2022, 8:00:00 PM",42.279534,-83.741047,"222 South State Street, Ann Arbor, MI 48104, United States of America",,222,South State Street,Ann Arbor,State Street,48104,Ann Arbor,Washtenaw County,Michigan,MI,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
410 & Vance Jackson,"2639 NW Loop 410, Suite 106 , San Antonio, TX, 78230",San Antonio,TX,"2/7/2022, 7:00:00 PM",16-RC-290302,Union Win,"6/13/2022, 8:00:00 PM",29.511057285714287,-98.53526793877552,"2639 Northwest Loop 410, San Antonio, TX 78230, United States of America",,2639,Northwest Loop 410,,,78230,San Antonio,Bexar County,Texas,TX,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
20th & Market,"1900 Market Street , Philadelphia, PA, 19103",Philadelphia,PA,"2/3/2022, 7:00:00 PM",04-RC-290056,Union Win,"5/24/2022, 8:00:00 PM",39.9533311,-75.1727292,"Wawa, 1900 Market Street, Philadelphia, PA 19103, United States of America",Wawa,1900,Market Street,Rittenhouse Square,Center City,19103,Philadelphia,Philadelphia County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Delta & Green Acres,"3003 N Delta Hwy 301, Eugene, OR, 97408",Eugene,OR,"2/3/2022, 7:00:00 PM",19-RC-290060,Union Win,"4/27/2022, 8:00:00 PM",44.094832,-123.09664,"3003 North Delta Highway, Coburg, OR 97408, United States of America",,3003,North Delta Highway,,,97408,Coburg,Lane County,Oregon,OR,United States,us,0.63,1,0.63,© OpenAddresses contributors,BSD-3-Clause License,
34th & Walnut,"3401 WALNUT ST , Philadelphia, PA, 19104",Philadelphia,PA,"2/3/2022, 7:00:00 PM",04-RC-290064,Union Win,"5/24/2022, 8:00:00 PM",39.953259349999996,-75.19329915092548,"3401 Walnut Street, Philadelphia, PA 19104, United States of America",,3401,Walnut Street,University City,,19104,Philadelphia,Philadelphia County,Pennsylvania,PA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
U of O Erb Memorial Student Union,"1395 University St. , Eugene, OR, 97403",Eugene,OR,"2/3/2022, 7:00:00 PM",19-RC-290145,Union Win,"4/27/2022, 8:00:00 PM",44.0449377,-123.0738161,"Townshend's Teahouse, 1395 University Street, Eugene, OR 97403, United States of America",Townshend's Teahouse,1395,University Street,,,97403,Eugene,Lane County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Overland Park - 75th & I35,"10201 West 75th Street , Overland Park, KS, 66204",Overland Park,KS,"2/1/2022, 7:00:00 PM",14-RC-289926,Union Win,"4/7/2022, 8:00:00 PM",38.99289287681159,-94.70380696376812,"10201 West 75th Street, Overland Park, KS 66204, United States of America",,10201,West 75th Street,,,66204,Overland Park,Johnson County,Kansas,KS,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ocean & Water - Santa Cruz,"745 Ocean Street , Santa Cruz, CA, 95060",Santa Cruz,CA,"1/31/2022, 7:00:00 PM",32-RC-289855,Union Win,"5/10/2022, 8:00:00 PM",36.979163437905896,-122.02127273768942,"745 Ocean Street, Santa Cruz, CA 95060, United States of America",,745,Ocean Street,,Downtown,95060,Santa Cruz,Santa Cruz County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Brighton, Monroe & Clover","2750 Monroe Avenue , Rochester, NY, 14618",Rochester,NY,"1/31/2022, 7:00:00 PM",03-RC-289802,Union Win,"4/6/2022, 8:00:00 PM",43.1131345,-77.5491785,"2750 Monroe Avenue, Town/Village of East Rochester, NY 14618, United States of America",,2750,Monroe Avenue,,,14618,Town/Village of East Rochester,Monroe County,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Ithaca, S. Meadow St","722 South Meadow Street , Ithaca, NY, 14850",Ithaca,NY,"1/31/2022, 7:00:00 PM",03-RC-289796,Union Win,"4/7/2022, 8:00:00 PM",42.4308025,-76.5089415,"722 South Meadow Street, City of Ithaca, NY 14850, United States of America",,722,South Meadow Street,,,14850,City of Ithaca,Tompkins County,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ithaca on The Commons,"130 E. Seneca Street , Ithaca, NY, 14850",Ithaca,NY,"1/31/2022, 7:00:00 PM",03-RC-289805,Union Win,"4/7/2022, 8:00:00 PM",42.4406978,-76.4971609,"130 East Seneca Street, City of Ithaca, NY 14850, United States of America",,130,East Seneca Street,,,14850,City of Ithaca,Tompkins County,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Garden Home Marketplace,"7315 SW Garden Home Road , Portland, OR, 97223",Portland,OR,"1/31/2022, 7:00:00 PM",19-RC-289854,Union Win,"6/1/2022, 8:00:00 PM",45.4666772,-122.7518568,"7315 Southwest Garden Home Road, Portland, OR 97223, United States of America",,7315,Southwest Garden Home Road,,Ashcreek,97223,Portland,Washington County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
235 Delaware Ave,"235 Delaware Avenue , Buffalo, NY, 14202",Buffalo,NY,"1/31/2022, 7:00:00 PM",03-RC-289785,Union Win,"4/6/2022, 8:00:00 PM",42.8908799,-78.87619586126937,"235 Delaware Avenue, Buffalo, NY 14202, United States of America",,235,Delaware Avenue,Theatre District,,14202,Buffalo,Erie County,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mission & Dufour,"1901 Mission Street , Santa Cruz, CA, 95060",Santa Cruz,CA,"1/31/2022, 7:00:00 PM",32-RC-289828,Union Win,"5/10/2022, 8:00:00 PM",36.96358105,-122.04239949037286,"1901 Mission Street, Santa Cruz, CA 95060, United States of America",,1901,Mission Street,,Westside,95060,Santa Cruz,Santa Cruz County,California,CA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mount Hope Avenue,"1394 Mount Hope Avenue , Rochester, NY, 14620",Rochester,NY,"1/31/2022, 7:00:00 PM",03-RC-289801,Union Win,"4/6/2022, 8:00:00 PM",43.12329009050879,-77.61809482942066,"1394 Mount Hope Avenue, City of Rochester, NY 14620, United States of America",,1394,Mount Hope Avenue,Upper Mount Hope,,14620,City of Rochester,Monroe County,New York,NY,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Glencoe Crossing - 4585 Washtenaw,"4585 Washtenaw Ave , Ann Arbor, MI, 48108",Ann Arbor,MI,"1/30/2022, 7:00:00 PM",07-RC-289821,Union Win,"6/6/2022, 8:00:00 PM",42.251937747386435,-83.67037973843043,"4585 Washtenaw Avenue, Pittsfield Township, MI 48108, United States of America",,4585,Washtenaw Avenue,,,48108,Pittsfield Township,Washtenaw County,Michigan,MI,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jenkins at Cedar Hills Crossing,"2933 SW Cedar Hills Blvd , Beaverton, OR, 97005",Beaverton,OR,"1/30/2022, 7:00:00 PM",19-RC-289812,Union Win,"6/1/2022, 8:00:00 PM",45.499186550000005,-122.8096477959258,"Starbucks, 2933 Southwest Cedar Hills Boulevard, Beaverton, OR 97005, United States of America",Starbucks,2933,Southwest Cedar Hills Boulevard,,Central Beaverton,97005,Beaverton,Washington County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
37th & Broadway,"3625 Broadway Suite A, Everett, WA, 98201",Everett,WA,"1/30/2022, 7:00:00 PM",19-RC-289827,Union Win,"5/31/2022, 8:00:00 PM",47.9696986733572,-122.2010559534359,"3625 Broadway, Everett, WA 98201, United States of America",,3625,Broadway,,Port Gardner,98201,Everett,Snohomish County,Washington,WA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Franklin & Villard - Eugene,"1895 Franklin Blvd , Eugene, OR, 97403",Eugene,OR,"1/30/2022, 7:00:00 PM",19-RC-289816,Union Win,"4/27/2022, 8:00:00 PM",44.045649775510206,-123.06465995918367,"1895 Franklin Boulevard, Eugene, OR 97403, United States of America",,1895,Franklin Boulevard,,,97403,Eugene,Lane County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
7th & Washington- Eugene,"495 West 7th Avenue Suite 1, Eugene, OR, 97401",Eugene,OR,"1/30/2022, 7:00:00 PM",19-RC-289815,Union Win,"4/27/2022, 8:00:00 PM",44.0524171,-123.100054,"Five Guys, 495 West 7th Avenue, Eugene, OR 97401, United States of America",Five Guys,495,West 7th Avenue,,,97401,Eugene,Lane County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SW Walker Rd & Schendel,"16175 SW Walker Road , Beaverton, OR, 97006",Beaverton,OR,"1/30/2022, 7:00:00 PM",19-RC-289814,Union Win,"6/1/2022, 8:00:00 PM",45.518247,-122.84304194562176,"Starbucks, 16175 Southwest Walker Road, Beaverton, OR 97006, United States of America",Starbucks,16175,Southwest Walker Road,,Five Oaks/Triple Creek,97006,Beaverton,Washington County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
The Mall at Partridge Creek,"17410 Hall Road 174, Clinton Township, MI, 48038",Clinton Township,MI,"1/30/2022, 7:00:00 PM",07-RC-289840,Union Win,"6/8/2022, 8:00:00 PM",42.624873,-82.94464,"17410 Hall Road, Charter Clinton, MI 48038, United States of America",,17410,Hall Road,Clinton,,48038,Charter Township of Clinton,Macomb County,Michigan,MI,United States,us,0.6666666666666667,1,0.6666666666666667,© OpenAddresses contributors,BSD-3-Clause License,
9th & South,"600 9th Street , Philadelphia, PA, 19147",Philadelphia,PA,"1/27/2022, 7:00:00 PM",04-RC-289746,Union Win,"5/24/2022, 8:00:00 PM",40.0440744,-75.1351064,"9th Street, Philadelphia, PA 19126, United States of America",9th Street,,9th Street,Fern Rock,,19126,Philadelphia,Philadelphia County,Pennsylvania,PA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Colfax & Milwaukee-Denver,"2975 E Colfax Ave , Denver, CO, 80206",Denver,CO,"1/26/2022, 7:00:00 PM",27-RC-289608,Union Win,"5/9/2022, 8:00:00 PM",39.74049975,-104.95278515,"2975 East Colfax Avenue, Denver, CO 80206, United States of America",,2975,East Colfax Avenue,,,80206,Denver,,Colorado,CO,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
I-75 & Howell Mill Rd,"1801 Howell Mill Rd , Atlanta, GA, 30318",Atlanta,GA,"1/26/2022, 7:00:00 PM",10-RC-289571,Union Win,"6/5/2022, 8:00:00 PM",33.80257465,-84.41064157374885,"Walmart Supercenter, 1801 Howell Mill Road Northwest, Atlanta, GA 30318, United States of America",Walmart Supercenter,1801,Howell Mill Road Northwest,,Atlantic Station,30318,Atlanta,Fulton County,Georgia,GA,United States,us,0.7,1,0.7,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
5th Ave & Pike St,"425 Pike St , Seattle, WA, 98101",Seattle,WA,"1/24/2022, 7:00:00 PM",19-RC-289458,Union Win,"6/5/2022, 8:00:00 PM",47.6104569,-122.3356256,"Starbucks, 425 Pike Street, Seattle, WA 98101, United States of America",Starbucks,425,Pike Street,Central Business District,Belltown,98101,Seattle,King County,Washington,WA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Watertown - Mt. Auburn,"75 Mt Auburn Street , Watertown, MA, 2472",Watertown,MA,"1/20/2022, 7:00:00 PM",01-RC-289330,Union Win,"5/2/2022, 8:00:00 PM",42.3664426,-71.18110565216557,"Starbucks, 75 Mount Auburn Street, Watertown, MA 02472, United States of America",Starbucks,75,Mount Auburn Street,,East Watertown,02472,Watertown,Middlesex County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Beth Israel,"364 Brookline Ave. , Boston, MA, 2215",Boston,MA,"1/20/2022, 7:00:00 PM",01-RC-289350,Union Win,"5/2/2022, 8:00:00 PM",42.339370076923075,-71.1069661923077,"364 Brookline Avenue, Boston, MA 02215, United States of America",,364,Brookline Avenue,,Fenway / Kenmore,02215,Boston,Suffolk County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1209 N. Charles Street,"1209 North Charles Street , Baltimore, MD, 21201",Baltimore,MD,"1/19/2022, 7:00:00 PM",05-RC-289214,Union Win,"4/24/2022, 8:00:00 PM",39.3043263,-76.6159527,"Chipotle, 1209 North Charles Street, Baltimore, MD 21201, United States of America",Chipotle,1209,North Charles Street,Mid-Town Belvedere,,21201,Baltimore,,Maryland,MD,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Midlothian & Carmia Way,"11136 Midlothian Turnpike , North Chesterfield, VA, 23235",North Chesterfield,VA,"1/19/2022, 7:00:00 PM",05-RC-289221,Union Win,"4/18/2022, 8:00:00 PM",37.5065835,-77.6035141,"Starbucks, 11136 Midlothian Turnpike, Bon Air, VA 23235, United States of America",Starbucks,11136,Midlothian Turnpike,,,23235,Bon Air,Chesterfield County,Virginia,VA,United States,us,0.95,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Forest Hills and Cherokee,"6980 Forest Hill Ave , Richmond, VA, 23235",Richmond,VA,"1/19/2022, 7:00:00 PM",05-RC-289213,Union Win,"4/18/2022, 8:00:00 PM",37.5382185,-77.52368145892511,"Starbucks, 6980 Forest Hill Avenue, Richmond, VA 23225, United States of America",Starbucks,6980,Forest Hill Avenue,,,23225,Richmond,,Virginia,VA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Poplar & Highland,"3388 Poplar Avenue , Memphis, TN, 38111",Memphis,TN,"1/18/2022, 7:00:00 PM",15-RC-289150,Union Win,"6/6/2022, 8:00:00 PM",35.128964,-89.949427,"3388 Poplar Avenue, Memphis, TN 38111, United States of America",,3388,Poplar Avenue,,Poplar Plaza,38111,Memphis,Shelby County,Tennessee,TN,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Allston, Continuum","217 Western Ave , Boston, MA, 2134",Boston,MA,"1/17/2022, 7:00:00 PM",01-RC-289055,Union Win,"5/2/2022, 8:00:00 PM",42.36345660488817,-71.13389244150491,"217 Western Avenue, Boston, MA 02134, United States of America",,217,Western Avenue,Barry's Corner,Allston,02134,Boston,Suffolk County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Cleveland Circle,"1948 Beacon St , Brighton, MA, 2135",Brighton,MA,"1/17/2022, 7:00:00 PM",01-RC-289077,Union Win,"5/2/2022, 8:00:00 PM",42.336282,-71.1501573,"Starbucks, 1948 Beacon Street, Boston, MA 02135, United States of America",Starbucks,1948,Beacon Street,Cleveland Circle,Brighton,02135,Boston,Suffolk County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Crismon & Southern,"1222 S Crismon Rd 101, Mesa, AZ, 85209",Mesa,AZ,"1/17/2022, 7:00:00 PM",28-RC-289033,Union Win,"3/24/2022, 8:00:00 PM",33.37545,-111.63867,"Mesa, AZ 85209, United States of America",85209,,,,,85209,Mesa,Maricopa County,Arizona,AZ,United States,us,0.25,1,,,,https://www.whosonfirst.org/docs/licenses/
55th & Woodlawn - Hyde Park,"1174 East 55th Streeet , Chicago, IL, 60615",Chicago,IL,"1/13/2022, 7:00:00 PM",13-RC-288994,Union Win,"6/6/2022, 8:00:00 PM",41.795258,-87.596785,"1174 East 55th Street, Chicago, IL 60615, United States of America",,1174,East 55th Street,Chicago,Hyde Park,60615,Chicago,Cook County,Illinois,IL,United States,us,0.7714285714285714,1,0.7714285714285714,© OpenAddresses contributors,BSD-3-Clause License,
N. Monroe & John Knox,"2264-1 North Monroe Street , Tallahassee, FL, 32303",Tallahassee,FL,"1/10/2022, 7:00:00 PM",12-RC-288866,Union Win,"5/2/2022, 8:00:00 PM",30.5025706,-84.3294057,"North Monroe Street, Bellwood Estates, FL 32303, United States of America",North Monroe Street,,North Monroe Street,Bellwood Estates,,32303,,Leon County,Florida,FL,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hopewell,"800 A Denow Road , Pennington, NJ, 8534",Pennington,NJ,"1/10/2022, 7:00:00 PM",22-RC-288780,Union Win,"4/24/2022, 8:00:00 PM",40.301092,-74.78327,"800 Denow Road, Hopewell Township, NJ 08534, United States of America",,800,Denow Road,Hopewell Township,,08534,Hopewell Township,Mercer County,New Jersey,NJ,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
West Sixth Street,"1374 West Sixth Street , Cleveland, OH, 44113",Cleveland,OH,"1/9/2022, 7:00:00 PM",08-RC-288697,Union Win,"5/23/2022, 8:00:00 PM",41.499134,-81.698393,"1374 West 6th Street, Cleveland, OH 44113, United States of America",,1374,West 6th Street,Cleveland,Warehouse District,44113,Cleveland,Cuyahoga County,Ohio,OH,United States,us,0.63,1,0.63,© OpenAddresses contributors,BSD-3-Clause License,
29th & Willamette - Eugene,"2830 Willamette St , Eugene, OR, 97405",Eugene,OR,"1/6/2022, 7:00:00 PM",19-RC-288594,Union Win,"4/12/2022, 8:00:00 PM",44.0279805,-123.09104777475409,"2830 Willamette Street, Eugene, OR 97405, United States of America",,2830,Willamette Street,Woodfield Microhood,College Hill,97405,Eugene,Lane County,Oregon,OR,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Coalton & Rock Creek- Superior,"2800 Rock Creek Circle A1, Superior, CO, 80027",Superior,CO,"12/29/2021, 7:00:00 PM",27-RC-288318,Union Win,"4/21/2022, 8:00:00 PM",39.928428,-105.147715,"2800 Rock Creek Circle, Louisville, CO 80027, United States of America",,2800,Rock Creek Circle,,,80027,Louisville,Boulder County,Colorado,CO,United States,us,0.75,1,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
I-75 at Merchant Rd,"116 Merchants Drive , Knoxville, TN, 37912",Knoxville,TN,"12/26/2021, 7:00:00 PM",10-RC-288098,Union Win,"4/4/2022, 8:00:00 PM",36.010416,-83.970514,"116 merchant dr, Knoxville, TN, United States of America",,116,merchant dr,,,,Knoxville,Knox County,Tennessee,TN,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1304 Commonwealth Ave,"1304 Commonwealth Avenue , Boston, MA, 2134",Boston,MA,"12/12/2021, 7:00:00 PM",01-RC-287618,Union Win,"4/10/2022, 8:00:00 PM",42.34839225,-71.13414294109864,"1304 Commonwealth Avenue, Boston, MA 02134, United States of America",,1304,Commonwealth Avenue,Allston Village,Allston,02134,Boston,Suffolk County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Coolidge Corner,"277 Harvard St , Brookline, MA, 2446",Brookline,MA,"12/12/2021, 7:00:00 PM",01-RC-287639,Union Win,"4/10/2022, 8:00:00 PM",42.342638,-71.121774,"277 Harvard Street, Brookline, MA 02446, United States of America",,277,Harvard Street,Coolidge Corner,,02446,Brookline,Norfolk County,Massachusetts,MA,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Power Rd & Baseline Rd,"6807 E Baseline Rd #102 , Mesa, AZ, 85209",Mesa,AZ,"11/17/2021, 7:00:00 PM",28-RC-286556,Union Win,"2/24/2022, 7:00:00 PM",33.3790251,-111.68746304544109,"6807 East Baseline Road, Mesa, AZ 85209, United States of America",,6807,East Baseline Road,,,85209,Mesa,Maricopa County,Arizona,AZ,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"Depew, Transit Road","4770 Transit Road , Depew, NY, 14043",Depew,NY,"11/9/2021, 7:00:00 PM",03-RC-285989,Union Win,"3/8/2022, 7:00:00 PM",42.868484,-78.697507,"4770 Transit Road, Depew, NY, United States of America",,4770,Transit Road,Cheektowaga,,,Depew,Erie County,New York,NY,United States,us,1,1,1,© OpenAddresses contributors,BSD-3-Clause License,
Sheridan and N. Bailey,"3186 Sheridan Drive 100, Amherst, NY, 14226",Amherst,NY,"11/9/2021, 7:00:00 PM",03-RC-285986,Union Win,"3/8/2022, 7:00:00 PM",42.981008,-78.81489,"3186 Sheridan Drive, Buffalo, NY 14226, United States of America",,3186,Sheridan Drive,Amherst,,14226,Buffalo,Erie County,New York,NY,United States,us,0.6666666666666667,1,0.6666666666666667,© OpenAddresses contributors,BSD-3-Clause License,
